第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,F583,吉林建筑大学,F58303,3,10,机械工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-60f656ef0d4092fd,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,4,1,城市地下空间工程（办学地点：净月校,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-fe4e0dae3daf6265,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,5,12,给排水科学与工程（办学地点：净月校,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-460936e59330df43,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,6,13,建筑环境与能源应用工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-9b02989029a6c4b5,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,可了解-环境,环境工程科学,false,F583,吉林建筑大学,F58303,7,14,环境工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-1a249820eb21546c,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,可了解-环境,环境工程科学,false,F583,吉林建筑大学,F58303,8,15,环境科学（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-8deefc2de69e8ab1,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,9,16,高分子材料与工程（办学地点：净月校,,待了解-未命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-b998213e3ac0be75,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,10,17,道路桥梁与渡河工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-725c916a349b4f28,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,F583,吉林建筑大学,F58303,11,18,电气工程及其自动化（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,4,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-0ddb16c9a581b24f,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,机械自动化机器人,false,F583,吉林建筑大学,F58303,12,19,自动化（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-78b994496d8f1619,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F583,吉林建筑大学,F58303,13,20,计算机科学与技术（办学地点：净月校,计算机类相关,优先了解-命中当前偏好方向,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-ab6dbf173ff63796,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,14,21,建筑电气与智能化（办学地点：净月校,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-b4ae23ef80dbcd14,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,电子信息网络,false,F583,吉林建筑大学,F58303,15,22,地理空间信息工程（办学地点：净月校,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-1f9485734fcb633c,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,16,23,地质工程（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-300adac4c2e34df1,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,17,24,地理信息科学（办学地点：净月校区）,,待了解-未命中当前偏好方向,,,2,5500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-2fd639d2b4c67241,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,18,25,安全工程（办学地点：净月校区）G◎◎ZXA院校专业组及专业代号,,待了解-未命中当前偏好方向,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,119,right,M-42250b01830484d1,G-30d1416d72ea0545
R2GROUP-1546e9971cebe7e8,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,F583,吉林建筑大学,F58303,19,26,逼感科学与技术（办学地点：净月校,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,8,-15,120,left,M-90e9e94d5fb865f9,G-30d1416d72ea0545
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,可了解-师范,师范类相关,false,H135,淮南师范学院,H13502,1,06,英语（师范类：外语语种：英语；办学地点：泉山校区）,师范类相关,暂缓判断-特殊限制待核,语种或单科限制,不限,3,5060,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-1d97958004dc7fbb,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H135,淮南师范学院,H13502,2,07,应用心理学（办学地点：泉山校区）,,待了解-未命中当前偏好方向,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-4ec638570922dd68,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H135,淮南师范学院,H13502,3,08,商务英语（外语语种：英语；办学地点：泉山校区）,,暂缓判断-特殊限制待核,语种或单科限制,,2,4600,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-d17b307baa2eafce,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H135,淮南师范学院,H13502,4,09,金融工程（办学地点：泉山校区）,,待了解-未命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-7bcbe12d2d9f4b05,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,可了解-师范,工商旅游管理；师范类相关,false,H135,淮南师范学院,H13502,5,10,会计学（办学地点：泉山校区）皿13503 淮南师范学院第 03组,师范类相关,优先了解-命中当前偏好方向,,化学,43,5060,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-8a5d62a2b8e9e4e8,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,调剂接受度待判断,,false,H135,淮南师范学院,H13502,6,11,储能科学与工程（办学地点：泉山校,,待了解-未命中当前偏好方向,,化学,3,4900,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-3569a8bffbb43383,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,电子信息网络,false,H135,淮南师范学院,H13502,7,12,光电信息科学与工程（办学地点：泉山校区）,,待了解-未命中当前偏好方向,,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-22d1799a36fea70f,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-工科信息制造,电子信息网络,false,H135,淮南师范学院,H13502,8,13,集成电路设计与集成系统（办学地点：泉山校区）,,待了解-未命中当前偏好方向,,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-fcde1cb3eb9f7b5b,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H135,淮南师范学院,H13502,9,14,计算机科学与技术（办学地点：泉山校,计算机类相关,优先了解-命中当前偏好方向,,,3,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-e6f585c7aac4e4ce,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,H135,淮南师范学院,H13502,10,15,网络工程（办学地点：泉山校区）,计算机类相关,优先了解-命中当前偏好方向,,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-d5681cb0f5469fc4,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,H135,淮南师范学院,H13502,11,16,物联网工程（办学地点：泉山校区）,计算机类相关,优先了解-命中当前偏好方向,,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-bfa1670af4889e08,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H135,淮南师范学院,H13502,12,17,智能科学与技术（办学地点：泉山校,计算机类相关,优先了解-命中当前偏好方向,,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-6c9887b5978c5024,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H135,淮南师范学院,H13502,13,18,化学工程与工艺（办学地点：泉山校,,待了解-未命中当前偏好方向,,,5,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-b3d3e752c9682ea8,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,字段缺口待核,,false,H135,淮南师范学院,H13502,14,19,生物工程（办学地点：泉山校区）,,待了解-未命中当前偏好方向,,,5,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-41ef058ce047c63f,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,可了解-师范,师范类相关,false,H135,淮南师范学院,H13502,15,20,数学与应用数学（师范类；办学地点：泉山校区）,师范类相关,优先了解-命中当前偏好方向,,,3,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-b403d38e273bd5e7,G-94a0d9f67cd17d37
R2GROUP-15b7a5165f3173d4,主线,M2-稳冲主线优先,稳冲观察,可了解-师范,师范类相关,false,H135,淮南师范学院,H13502,16,21,物理学（师范类：办学地点：泉山校区）,师范类相关,优先了解-命中当前偏好方向,,,3,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,5,-9,146,left,M-1683c9a745c19163,G-94a0d9f67cd17d37
