扩展预算场景专业ID,专业组出现ID,场景判断,费用判断,中外合作或高收费线索,是否医学相关待确认,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,人工核验优先级,人工核验强度,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID
COOPMAJOR-13f6982e86a62c37,G-e0a9326468f0c6aa,预算内中外合作/高收费可讨论,预算内,学费候选 65000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A197,西北民族大学,A19725,1,46,计算机科学与技术（中外合作办学）（办学地点：榆中校区）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,4,65000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,57,left,M-64d33516bdee6dd4
COOPMAJOR-4cbe895f3d9c3a34,G-12c71167b9d1f8bf,预算内中外合作/高收费可讨论,预算内,学费候选 16000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A207,北方民族大学,A20713,1,65,软件工程（中外合作办学）（该专业以外语授课时语种为英语，以其它语种資高部孝院校专业组及专业代号报考该专业的考生应慎重）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,「化学,3,16000,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,H4-历史最高线高于等位分16-30分,21,21,58,left,M-b9636c8ede3ef6cf
COOPMAJOR-8b90d761e9e84da9,G-476d398029bb9ceb,预算内中外合作/高收费可讨论,预算内,学费候选 70000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A309,中国人民大学（苏州校区）,A30905,2,08,数据科学与大数据技术（中外合作办学）（合作院校为法国 KEDGE 商学院，毕业时可获中法双学位）A313 北京交通大学（威海校区）（公办）（山,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,2,70000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,141,141,60,right,M-8bdf5ead699c5b1b
COOPMAJOR-1c0e71ff89106be4,G-c5f91d7d08945209,预算内中外合作/高收费可讨论,预算内,学费候选 56000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A329,东北大学秦皇岛分校,A32905,1,20,计算机科学与技术（中外合作办学）（“3+1”培养模式，国内学费 5600（元/学年，国外学习阶段学费按照悉尼科技大学当年学贵标准（约52579澳元/学年）由悉尼科技大学收取，同时免收国内学费；入学后采用英文教材和英语授课，外语语种为非英语的...,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制；学费超过当前上限,,,56000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,111,100,61,right,M-210d2188c3880388
COOPMAJOR-12a7452e7417b5b7,G-e5c7e2d4fc7b5269,预算内中外合作/高收费可讨论,预算内,学费候选 4000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A349,合肥工业大学（宜城校区）,A34904,12,07,大数据管理与应用A35303 中国石油大学（北京）克拉玛依校区第化学,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,学费超过当前上限,,3,4000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,115,88,63,left,M-544589a5558dcfe6
COOPMAJOR-1f1b4a214e181728,G-e5c7e2d4fc7b5269,预算内中外合作/高收费可讨论,预算内,学费候选 4500 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A349,合肥工业大学（宜城校区）,A34904,20,14,人工智能A35304/中國石油大学（北京）克拉玛依校区第 化学,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,学费超过当前上限,,2,4500,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,115,88,63,left,M-77fa1f66903b5b8f
COOPMAJOR-5de60c8bc5afd285,G-fbfabe51ff5f6b94,预算内中外合作/高收费可讨论,预算内,学费候选 31000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A366,厦门大学（马来西亚校区）,A36603,3,10,计算机科学与技术（厦门太学马来西亚分校招生专业：学费币种：林吉特金英文授课，非英语语种考生慎报，外语单科不低于120分，入学第一学年内获得专业要求的达标夹语成须后尹始学位课程学习.办学地点在马来西亚雪邦）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,语种或单科限制,,2,31000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,63,right,M-dfdacba2ae93a029
COOPMAJOR-7e938d1e3e442ae5,G-fbfabe51ff5f6b94,预算内中外合作/高收费可讨论,预算内,学费候选 31000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A366,厦门大学（马来西亚校区）,A36603,4,11,软件工程（厚门大学马来西亚分校招生专业；学费币种：林吉特：全英文招课，非英语语种考生慎报，外语单科不低于120分.入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习.办学地点在马来西亚雪邦）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,语种或单科限制,,2,31000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,63,right,M-eb5a832e02258f26
COOPMAJOR-4aed9a68132962af,G-fbfabe51ff5f6b94,预算内中外合作/高收费可讨论,预算内,学费候选 32000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,A366,厦门大学（马来西亚校区）,A36603,8,15,人工智能（厦门大学马来西亚分校招生专业：学费币种：林吉特：全英文授课，非英语语种考生慎报，外语单科不低于120分.入学第一学年内获得专业要求的达标英语成绩后开始学位课程学习.办学地点在马来西亚雪邦）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,语种或单科限制,,,32000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,64,left,M-5ed7da82f3a73994
COOPMAJOR-26d94254db54097e,G-7e24ed346e3f1516,预算内中外合作/高收费可讨论,预算内,学费候选 39800 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,C102,武汉科技大学,C10211,2,59,网络工程（中外合作办学）（建议英语语种考生报考4+0“双证培养模式达到毕业要求和学位授予条件可获得学去学燕汉科技大学本科果业亚节、位证书和英国伯明翰城市大学计算机网络与安全莱誉理学学士学位证书；办学地点：黄家湖校区）,计算机类相关,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,,120,39800,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H5-历史最高线高于等位分30分以上,88,57,65,right,M-3ca2e9f534421633
COOPMAJOR-eef12ac8976c5c8a,G-5a6ab11f6c9e9e54,预算内中外合作/高收费可讨论,预算内,学费候选 70000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,C102,武汉科技大学,C10212,1,60,信息与计算科学（中外合作办学）（建，“4+0”双证培养议英语语种考生报考模式，达到毕业要求和学位授予条件可获得武汉科技大学本科毕业证书、学士学位证书和西班牙马德里康普顿斯杰学应用数据科学学士学位证书；办学地点：黄家湖校区）,计算机类相关,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,化学,55,70000,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,H5-历史最高线高于等位分30分以上,54,54,65,right,M-5b3fb7e1bcf02a85
COOPMAJOR-9097a83e738443ac,G-5a6ab11f6c9e9e54,预算内中外合作/高收费可讨论,预算内,学费候选 70000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,C102,武汉科技大学,C10212,3,62,机器人工程（中外合作办学）（建议英“4+0”双证培养模语语种考生报考式，达到毕业要求和学位授予条件可获得武汉科技大学本科毕业证书、学士学位证书和西班牙马德果康普顿斯大学数据工程与人工智能学士学位证书：办学地点：黄家湖校区）C103 湖北大学...,计算机类相关,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,55,70000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H5-历史最高线高于等位分30分以上,54,54,65,right,M-0015a837bc6e2e24
COOPMAJOR-156b08e1839ff81e,G-42bf258b1bd32dd6,预算内中外合作/高收费可讨论,预算内,学费候选 25000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,C116,湖北科技学院,C11616,2,73,数据科学与大数据技术（中外合作办学）（该专业教学外语英语）C117 武汉紡织大学（公办）（湖北）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费,,82,25000,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,H0-无同代码历史线索,,,72,right,M-56b657d8249590f2
COOPMAJOR-40279f45443116d3,G-834b331b831fc0ff,预算内中外合作/高收费可讨论,预算内,学费候选 38000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,C133,湖北师范大学,C13313,1,59,人工智能（中外合作办学）（非英语语种考生慎报）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,化学,100,38000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,78,right,M-81f725339441ad89
COOPMAJOR-e7026f02de152592,G-ce877649e7024929,预算内中外合作/高收费可讨论,预算内,学费候选 50000 元，不超过 70000 元；需核培养模式和证书,false,回看第19期原页、湖北官方系统、招生章程和高校官网；核学费、培养模式、证书、校区、专业组边界和调剂范围。,false,C133,湖北师范大学,C13314,1,60,软件工程《中外合作办学）（非英语语种考生慎报）,计算机类相关,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-高收费或超预算,中外合作或高收费；语种或单科限制,「化学,100,50000,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,H0-无同代码历史线索,,,78,right,M-76edffd93eaac0b6
