个性化候选ID,候选主线,本轮分层,家庭讨论动作,是否进入本轮家庭讨论,是否可作为定稿依据,专业角色判断,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,第19期页码,版面列,专业行ID,专业组出现ID,下一步核验动作
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,字段缺口待核专业,K153,成都信息工程大学,K15306,19,31,信息与计算科学（办学地点：航空港校区）,,待了解-未命中当前偏好方向,,,,6240,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-8aed30091b7482da,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,偏好或可研究专业,K153,成都信息工程大学,K15306,20,32,密码科学与技术（办学地点：航空港校区）,计算机类相关,优先了解-命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-1658de39926b83b3,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,偏好或可研究专业,K153,成都信息工程大学,K15306,21,33,人工智能（办学地点：航空港校区）,计算机类相关,优先了解-命中当前偏好方向,,,2,6240,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-f928884575f48530,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-393812752295d9f4,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,调剂接受度待判断专业,K153,成都信息工程大学,K15306,22,34,统计学（办学地点：龙泉校区）,,待了解-未命中当前偏好方向,,「化学,2,6240,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H0-无同代码历史线索,,,209,right,M-9fca06fa12968fc6,G-e377a7e078e92213,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-51241033e697de35,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,偏好或可研究专业,K469,西安工程大学,K46904,1,04,软件工程,计算机类相关,优先了解-命中当前偏好方向,,化学,,6480,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,224,right,M-8ac8b80800dc322d,G-6638956730b81621,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-51241033e697de35,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,偏好或可研究专业,K469,西安工程大学,K46904,2,05,智能科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,,6480,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,224,right,M-2da7b9b5c8340c63,G-6638956730b81621,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-51241033e697de35,普通公办低费用主线,C-城市专业观察,进入家庭讨论,true,false,偏好或可研究专业,K469,西安工程大学,K46904,3,06,人工智能,计算机类相关,优先了解-命中当前偏好方向,,,,6480,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,224,right,M-3adf896aa008b309,G-6638956730b81621,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-9f5919073ef1a831,普通公办低费用主线,C-城市专业观察,谨慎进入家庭讨论,true,false,偏好或可研究专业,K481,西安文理学院,K48103,1,03,软件工程（办学地点：高新校区）,计算机类相关,优先了解-命中当前偏好方向,,,,6000,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,28,28,225,right,M-2a7997e8e43e3817,G-59cc65da1e42ff02,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-9f5919073ef1a831,普通公办低费用主线,C-城市专业观察,谨慎进入家庭讨论,true,false,偏好或可研究专业,K481,西安文理学院,K48103,2,04,物联网工程（办学地点：高新校区）,计算机类相关,优先了解-命中当前偏好方向,,,3,6000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,28,28,225,right,M-8bf22d5f318436d5,G-59cc65da1e42ff02,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-9f5919073ef1a831,普通公办低费用主线,C-城市专业观察,谨慎进入家庭讨论,true,false,字段缺口待核专业,K481,西安文理学院,K48103,3,05,电子信息工程（办学地点：高新校区）K482榆林大学（公办）（陕西）,,待了解-未命中当前偏好方向,,,3,6000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,28,28,225,right,M-373c8a620fb6359d,G-59cc65da1e42ff02,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,调剂接受度待判断专业,C150,武汉商学院,C15003,1,21,零售业管理（智慧运营方向；大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,不限,9,5200,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,left,M-4c1c4f4512554f83,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,2,22,零售业管理（数智营销方向：大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,8,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,left,M-e534fc736265c1f3,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,偏好或可研究专业,C150,武汉商学院,C15003,3,23,大数据管理与应用（大一在马影河校区就读，大二起在后官湖校区就读）,计算机类相关,优先了解-命中当前偏好方向,,,66,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,left,M-ee113f80b04b7f51,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,4,24,数字经济（大一在马影河校区就读，大資高謝亭院校专业组及专业代号二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,63,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,left,M-51b02b3e486666f8,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,5,25,经济与金融（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,10,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-f86b6ae14e4edb59,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,6,26,南务经济学（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,19,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-e16a5921623c531f,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,7,27,经济统计学（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,61,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-acb482f3064a0583,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,8,28,税收学（大一在马影河校区就读，大三起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,18,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-1501281b42200eee,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,9,29,酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,20,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-f68c394eeefc5273,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,10,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,,待了解-未命中当前偏好方向,,,12,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-0f6a13ef21ff0adb,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,11,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,14,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-a961ae6bda479290,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,12,32,商务英语（要求高考英语成绩不低于,,待了解-未命中当前偏好方向,,,21,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-552d949cc667dec8,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,13,90,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,,暂缓判断-特殊限制待核,语种或单科限制,,21,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,unmatched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-0e83de1e95002dfd,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,14,33,國译（国际传損方向：要求高考英语成绩不低于90分（满分以150分计）：大在当影河校区就读，大二起在后官湖校区就读：外语语种：英语）,,暂缓判断-特殊限制待核,语种或单科限制,,,4000,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,possible_match,H4-历史最高线高于等位分16-30分,20,6,80,right,M-25748538eda5066c,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,15,34,财务管理（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,12,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-e307bfb7c77d59c7,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,16,35,审计学（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,25,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-2ce4650e19004f47,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,17,36,会计学（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,24,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-ee8edcf5d811b7c5,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,18,37,物流管理（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,18,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-13e7d081c377eb5c,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,19,38,日语（商务方向：大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,7,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-608ab460a72422a3,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,20,39,人力资源管理（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,18,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-5def93e8f6b082ed,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,21,40,电子商务（大一在马影河校区就读，大三起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,9,5200,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-f06016c6a1718579,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-b33daab94f3195d8,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,C150,武汉商学院,C15003,22,41,供应链管理（大一在马影河校区就读，大二起在后官湖校区就读）,,待了解-未命中当前偏好方向,,,17,4000,1,再选科目,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H4-历史最高线高于等位分16-30分,20,6,80,right,M-d917e2bfc77e9dac,G-43eaec6deac85123,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,F313,山西工程技术学院,F31303,1,06,材料成型及控制工程,,待了解-未命中当前偏好方向,,化学,,4800,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-a3fada79b4cc9d36,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,F313,山西工程技术学院,F31303,2,07,材料科学与工程,,待了解-未命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-38c2c18305985ded,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,F313,山西工程技术学院,F31303,3,08,无机非金属材料工程,,待了解-未命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-3ce059a07916b758,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,偏好或可研究专业,F313,山西工程技术学院,F31303,4,09,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-71340f7d7ebbd23f,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,偏好或可研究专业,F313,山西工程技术学院,F31303,5,10,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-4fa6db8bafa7007e,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,偏好或可研究专业,F313,山西工程技术学院,F31303,6,11,物联网工程,计算机类相关,优先了解-命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-be9c928ff95d1826,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,偏好或可研究专业,F313,山西工程技术学院,F31303,7,12,智能科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-509bf5722b5c90b6,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,F313,山西工程技术学院,F31303,8,13,逼感科学与技术,,待了解-未命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-8169cadd3518a559,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,F313,山西工程技术学院,F31303,9,14,电气工程及其自动化,,待了解-未命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-b195fca807aa1d4f,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,F313,山西工程技术学院,F31303,10,15,自动化,,待了解-未命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-e17ba9075c780d66,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,F313,山西工程技术学院,F31303,11,16,机械设计制造及其自动化,,待了解-未命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-55be403a36d57f45,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,F313,山西工程技术学院,F31303,12,17,智能制造工程,,待了解-未命中当前偏好方向,,,,5280,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-f871745fab7fdbc4,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-d57ad24f752d5726,普通公办低费用主线,D-谨慎核验后再讨论,暂缓进入家庭讨论,false,false,字段缺口待核专业,F313,山西工程技术学院,F31303,13,18,机器人工程,,待了解-未命中当前偏好方向,,,,4800,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-4,-11,110,left,M-aa0e1b058e5ebb48,G-f00ad59bf89d790b,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
