第四轮候选ID,讨论集合,城市,冲稳保,院校代码,院校名称,院校专业组代码,专业组内专业序号,专业代号,专业名称及备注,专业偏好方向,第四轮方向标签,专业角色判断,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R4GROUP-933c38a421cf688b,主线可能够得着全集,荆门市,稳妥观察,C139,荆楚理工学院,C13904,2,15,科学教育（师范类）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,再科要,26,4000,0,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-15,80,left,M-60c83c1998dc1ee7,G-9def6a5a21eb51d6
R4GROUP-933c38a421cf688b,主线可能够得着全集,荆门市,稳妥观察,C139,荆楚理工学院,C13904,3,16,学前教育（师范类）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,13,4000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-15,80,left,M-0e0be1005e359738,G-9def6a5a21eb51d6
R4GROUP-933c38a421cf688b,主线可能够得着全集,荆门市,稳妥观察,C139,荆楚理工学院,C13904,4,17,小学教育（师范类）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,85,4000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-15,80,left,M-8780891b8ea90dbe,G-9def6a5a21eb51d6
R4GROUP-933c38a421cf688b,主线可能够得着全集,荆门市,稳妥观察,C139,荆楚理工学院,C13904,9,22,英语（师范类；外语语种：英语）,师范类相关,师范类相关,可了解-师范,暂缓判断-特殊限制待核,语种或单科限制,,33,4000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-15,80,left,M-5a67a45be9bd6776,G-9def6a5a21eb51d6
R4GROUP-d1b5d20db2fe41f2,主线可能够得着全集,荆门市,稳妥观察,C139,荆楚理工学院,C13911,5,57,计算机科学与技术（面向荆门）C150 武汉商学院（公办）（湖北）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,,15,5200,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-2,80,left,M-573f44f0e08cb7f2,G-55fc9f1f7dc2b7d3
R4GROUP-7895dad618982745,主线可能够得着全集,长春市,稳妥观察,F597,长春工程学院,F59704,14,19,计算机科学与技术（办学地点：湖东校,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-9b5ab4f214616c9e,G-82c00bbc0942940e
R4GROUP-7895dad618982745,主线可能够得着全集,长春市,稳妥观察,F597,长春工程学院,F59704,15,20,软件工程（办学地点：湖东校区）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-2f0df625f2ec186f,G-82c00bbc0942940e
R4GROUP-7895dad618982745,主线可能够得着全集,长春市,稳妥观察,F597,长春工程学院,F59704,16,21,数据科学与大数据技术（办学地点：湖,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-e413ca5d93190a55,G-82c00bbc0942940e
R4GROUP-f78df807ba203c16,主线可能够得着全集,牡丹江市,稳妥观察,F695,牡丹江师范学院,F69503,1,09,数学与应用数学（师范类）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,［化学,,2,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-18,126,right,M-e65e734dbe9e91bf,G-60ad8ed657dfa7f2
R4GROUP-f78df807ba203c16,主线可能够得着全集,牡丹江市,稳妥观察,F695,牡丹江师范学院,F69503,2,10,物理学（师范类）卫化学（师范类）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-18,126,right,M-06e9731bd8ee2306,G-60ad8ed657dfa7f2
R4GROUP-f78df807ba203c16,主线可能够得着全集,牡丹江市,稳妥观察,F695,牡丹江师范学院,F69503,4,13,计算机科学与技术,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-18,126,right,M-58932073000bff72,G-60ad8ed657dfa7f2
R4GROUP-b7e335896d03679f,主线可能够得着全集,保定市,稳妥观察,F189,保定学院,F18905,1,07,数学与应用数学（师范类）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,,5390,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-3,101,right,M-a9cdb2383dd485e9,G-c5d11aeb048a778d
R4GROUP-b7e335896d03679f,主线可能够得着全集,保定市,稳妥观察,F189,保定学院,F18905,2,08,软件工程,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,,,5390,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-3,101,right,M-adbf733f17230445,G-c5d11aeb048a778d
R4GROUP-b7e335896d03679f,主线可能够得着全集,保定市,稳妥观察,F189,保定学院,F18905,4,10,物联网工程F191 唐山师范学院（公办）（河北）,计算机类相关；师范类相关,电子信息网络；计算机AI软件；计算机类相关；师范类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,,,4900,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-3,101,right,M-3c11775a27ed0c0f,G-c5d11aeb048a778d
R4GROUP-3a671f94c09095b1,主线可能够得着全集,唐山市,稳妥观察,F201,唐山学院,F20101,2,02,软件工程F203河北金融学院（公办）（河北）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,,6,4900,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-7,103,right,M-83ec988d877c0c17,G-7d715bb2387566d3
R4GROUP-daba92ed8489049a,主线可能够得着全集,宿州市,稳妥观察,H133,宿州学院,H13301,5,05,食品科学与工程H135 淮南师范学院（公办）（安徽）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,57,4900,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-15,146,left,M-00260b7cdc6b096d,G-5851aefea41778c5
R4GROUP-4c05414ddbee4d2a,主线可能够得着全集,玉林市,稳妥观察,H902,玉林师范学院,H90204,1,04,数学与应用数学（师范类；办学地点：西校区）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,【化学,4600,,2,专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-17,197,left,M-8bf2658c1738adbb,G-0c2168f835fbf8f6
R4GROUP-4c05414ddbee4d2a,主线可能够得着全集,玉林市,稳妥观察,H902,玉林师范学院,H90204,2,05,人工智能（办学地点：东校区）H903广西艺术学院（公办）（广西）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,,4600,,3,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-17,197,left,M-f775d641b102f258,G-0c2168f835fbf8f6
R4GROUP-0f82c426b7390702,主线可能够得着全集,宝鸡市,稳妥观察,K473,宝鸡文理学院,K47302,4,05,物联网工程（办学地点：石鼓校区）K474 咸阳师范学院（公办）（陕西）,计算机类相关；师范类相关,电子信息网络；计算机AI软件；计算机类相关；师范类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,,2,6000,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-1,-9,225,right,M-5c5f921a61f59f91,G-1a6ca29d4c3e2c13
R4GROUP-a81339ee442bfbac,主线可能够得着全集,廊坊市,稳妥观察,F192,廊坊师范学院,F19202,1,05,学前教育（师范类；办学地点：廊坊校,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-14,101,right,M-27660ebcc50bac90,G-e63fb5861f1dcee2
R4GROUP-a81339ee442bfbac,主线可能够得着全集,廊坊市,稳妥观察,F192,廊坊师范学院,F19202,3,07,历史学（师范类；办学地点：廊坊校区）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,2,4600,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-14,101,right,M-499d72dd2f774902,G-e63fb5861f1dcee2
R4GROUP-de14509901ac6bdc,主线可能够得着全集,石家庄市,稳妥观察,F194,石家庄学院,F19406,1,06,思想政治教育（师范类；办学地点：南F195 邯郸学院（公办）（河北）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,5,4600,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-5,102,left,M-ff57a6cff9e8cda1,G-16bcf19969d9ac39
R4GROUP-9ed70f5d5be11843,主线可能够得着全集,济南市,稳妥观察,H440,山东体育学院,H44001,1,01,特殊教育（师范类；办学地点：济南校H442 枣庄学院（公办）（山东）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,,5,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-17,168,right,M-83ff41a1b4cc9064,G-f1d2faa02b791ec3
R4GROUP-82f3cde55aa1aa7a,主线可能够得着全集,周口市,稳妥观察,H557,周口师范学院,H55704,5,16,通信工程H558安阳师范学院（公办）（河南）,师范类相关,师范类相关；电子信息网络,主线偏好-工科信息制造,优先了解-命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-17,175,left,M-b7938a732605a921,G-e18eaac79df7f7f8
R4GROUP-43251e7bdb31e3d9,主线可能够得着全集,海口市,稳妥观察,K005,琼台师范学院,K00505,1,06,软件工程（办学地点：桂林洋校区）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,,化学,,4620,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-2,202,left,M-68b6096c537fec1d,G-d2c32a2887ae3b29
R4GROUP-43251e7bdb31e3d9,主线可能够得着全集,海口市,稳妥观察,K005,琼台师范学院,K00505,2,07,数学与应用数学（师范类；办学地点：桂林洋校区）识别红、紫各种颜色中任何一种颜色者；办学地点：桂林洋校K006 海南比勒贵尔德应用科学大学（中外）（海南）K00601海南比勒费尔德应用科学大学第01不限,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,,4620,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-2,202,left,M-765e62d010fed49a,G-d2c32a2887ae3b29
R4GROUP-43251e7bdb31e3d9,主线可能够得着全集,海口市,稳妥观察,K005,琼台师范学院,K00505,5,03,计算机科学与技术（单色识别不清者不予录取：英语教学为主，非英语语种考生慎重报名）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,暂缓判断-特殊限制待核,体检或色觉限制；语种或单科限制,,,10万,3,再选科目；专业计划数；学费,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-2,202,left,M-86b686687a3d92db,G-d2c32a2887ae3b29
R4GROUP-43251e7bdb31e3d9,主线可能够得着全集,海口市,稳妥观察,K005,琼台师范学院,K00505,7,05,软件工程（单色识别不清者不予录取英语教学为主，非英语语种考生慎重报名）K00603海南比勒费尔德应用科学大学第03化学,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,暂缓判断-特殊限制待核,体检或色觉限制；语种或单科限制,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-2,202,left,M-1183b632693d5a5e,G-d2c32a2887ae3b29
R4GROUP-7463717fba10a307,主线可能够得着全集,武汉市,稳冲观察,C136,湖北美术学院,C13603,1,12,智能交互设计（办学地点：县华林校C137 湖北第二师范学院（公办）（湖北）,师范类相关,师范类相关,可了解-师范,优先了解-命中当前偏好方向,,,22,10350,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,1,1,78,right,M-ad659f92b259e8b8,G-1cc01dc59ee47325
