招生明细主表行ID,主表粒度,是否真实招生明细,是否0明细占位,来源页码,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,专业组内专业序号,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,专业偏好方向,专业风险类型,机器专业接受度初判,调剂影响初判,官网来源状态,官网证据匹配状态,官网证据覆盖结论,最佳官网来源文件,最佳官网专业名称,最佳官网计划数,最佳官网专业组,最佳官网专业代号,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,保真处理状态,保真说明,仍需核验,可进入最终专业列表,可进入下一阶段
ADM-3a9e3ecb61e9c736,逐专业招生明细,true,false,74,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,14,59,应用生物科学,,35,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-a4459bba78aa2090,逐专业招生明细,true,false,74,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,15,60,护理学,,50,4000,,医学/护理等排除方向,默认不能接受-医学护理等排除方向,若服从调剂可能形成不能接受风险,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-1be23b874a0643a7,逐专业招生明细,true,false,74,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,16,61,环境工程,,49,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-1ee7cba0e95a60de,逐专业招生明细,true,false,74,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,17,62,包装工程,,40,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-7e77bd038264fddc,逐专业招生明细,true,false,74,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,18,63,士木类（含土木工程、智能建造专业）,,80,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-0b4198bf559c2add,逐专业招生明细,true,false,74,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,19,64,机器人工程,,55,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-a9e13ea588889c55,逐专业招生明细,true,false,74,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,20,65,动物科学（伴侣动物方向）,,26,3000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-a755567c518c2b64,逐专业招生明细,true,false,74,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,21,66,饲料工程,,22,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,needs_official_plan_source_search,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,待补高校官网计划源,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-b5b1ea2630fe4afb,逐专业招生明细,true,false,80,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,1,21,零售业管理（智慧运营方向；大一在马影河校区就读，大二起在后官湖校区就读）,不限,9,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_reusable_2026_hubei_plan_source,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,有官网线索但未结构化匹配,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-80a0d2a54dda2df0,逐专业招生明细,true,false,80,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,2,22,零售业管理（数智营销方向：大一在马影河校区就读，大二起在后官湖校区就读）,,8,5200,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_reusable_2026_hubei_plan_source,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,有官网线索但未结构化匹配,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-a02e3f5e293f8c9e,逐专业招生明细,true,false,80,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,3,23,大数据管理与应用（大一在马影河校区就读，大二起在后官湖校区就读）,,66,4000,计算机类相关,,优先了解-命中当前偏好方向,主动填报优先专业候选,has_reusable_2026_hubei_plan_source,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,有官网线索但未结构化匹配,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-b0ba39dae0e34c1f,逐专业招生明细,true,false,80,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,4,24,数字经济（大一在马影河校区就读，大資高謝亭院校专业组及专业代号二起在后官湖校区就读）,,63,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_reusable_2026_hubei_plan_source,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,有官网线索但未结构化匹配,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
ADM-ece9878b9dc93416,逐专业招生明细,true,false,80,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,5,25,经济与金融（大一在马影河校区就读，大二起在后官湖校区就读）,,10,4000,,,待了解-未命中当前偏好方向,可作为调剂接受度待家庭判断专业,has_reusable_2026_hubei_plan_source,no_school_source,该校尚无可匹配的结构化官网计划证据,,,,,,,,no_retained_official_plan_for_school,0,not_covered,有官网线索但未结构化匹配,本表一行对应一个招生专业或0明细占位；学校和专业组只作索引。全部行仍保持不可进入最终表，必须继续核PDF原页、湖北官方系统、高校官网/章程、调剂范围和家庭接受度。,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,false,false
